timestamp,vehicle_speed_mph,map_speed_mph,pos_x,pos_z,webots_connected,detected_speed,confirmed_speed,confidence,is_overspeed,is_temporary
7.98,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.069,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.141,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.201,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.26,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.33,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.399,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.466,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.533,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.595,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.664,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.731,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.799,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.868,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
8.937,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.006,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.069,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.131,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.197,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.26,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.326,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.396,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.465,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.535,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.599,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.665,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.732,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.797,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.863,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.932,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
9.998,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.067,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.132,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.197,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.263,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.33,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.394,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.462,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.534,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.595,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.667,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.731,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.813,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.867,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.934,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
10.996,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.058,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.128,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.195,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.26,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.33,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.402,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.464,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.528,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.594,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.659,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.734,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.801,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.869,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.934,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
11.995,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.066,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.14,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.198,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.271,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.331,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.394,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.472,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.533,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.596,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.664,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.732,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.795,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.861,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.929,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
12.997,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.068,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.129,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.2,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.26,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.327,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.397,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.474,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.531,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.622,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.703,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.77,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.851,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.915,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
13.965,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
14.055,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
14.168,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
14.232,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
14.296,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
14.362,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
14.487,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
14.608,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
14.665,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
14.762,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
14.834,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
14.901,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
14.966,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.026,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.093,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.168,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.234,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.294,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.363,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.424,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.487,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.518,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.557,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.624,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.692,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.757,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.822,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.888,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
15.955,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.022,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.092,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.156,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.224,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.29,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.361,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.425,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.489,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.561,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.623,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.685,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.726,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.794,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.86,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.928,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
16.99,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.054,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.124,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.195,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.255,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.322,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.392,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.455,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.52,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.586,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.622,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.685,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.723,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.789,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.857,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.922,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
17.992,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.059,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.128,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.189,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.26,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.325,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.391,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.455,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.525,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.587,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.655,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.722,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.831,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.889,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
18.957,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.025,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.092,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.161,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.224,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.292,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.357,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.423,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.491,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.556,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.628,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.686,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.759,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.82,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.887,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
19.984,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.024,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.111,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.149,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.185,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.22,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.288,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.353,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.422,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.491,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.559,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.62,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.687,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.755,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.823,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.89,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
20.955,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.021,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.089,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.154,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.221,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.287,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.356,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.422,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.488,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.556,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.624,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.695,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.759,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.82,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.889,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
21.952,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.025,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.088,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.155,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.221,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.286,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.39,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.46,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.515,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.557,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.618,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.684,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.748,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.785,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.859,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.923,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
22.984,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
23.058,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
23.12,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
23.183,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
23.26,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
23.331,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
23.389,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
23.455,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
23.523,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
23.588,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
23.655,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
23.722,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
23.789,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
23.913,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.001,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.057,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.124,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.188,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.256,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.321,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.389,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.457,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.519,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.582,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.617,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.684,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.751,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.819,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.885,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
24.954,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
25.02,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
25.13,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
25.299,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
25.426,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
25.496,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
25.549,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
25.583,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
25.662,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
25.729,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
25.802,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
25.867,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
25.937,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
25.998,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.061,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.13,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.196,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.262,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.32,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.371,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.435,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.495,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.564,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.629,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.706,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.755,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.82,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.886,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
26.953,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.017,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.135,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.218,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.302,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.362,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.421,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.483,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.547,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.583,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.629,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.686,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.755,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.825,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.89,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
27.959,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.02,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.095,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.185,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.262,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.339,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.423,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.519,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.608,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.66,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.719,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.781,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.849,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.915,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
28.996,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.062,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.136,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.187,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.257,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.327,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.392,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.46,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.528,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.6,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.661,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.719,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.79,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.854,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.915,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
29.983,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.054,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.116,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.182,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.251,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.313,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.35,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.418,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.484,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.548,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.623,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.687,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.754,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.816,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
30.885,30.0,30.0,0.0,0.0,0,0,0,0.0,0,0
